ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
GRD,Grenada,"Inflation, average consumer prices",Index,,,77.26,78.553,79.392,81.103,82.978,85.863,89.513,92.968,100.436,100.126,103.567,106.708,109.281,109.233,111.003,112.85,115.174,117.662,120.318,123.033
GRD,Grenada,Population,Persons,Millions,,0.102,0.102,0.102,0.102,0.103,0.103,0.103,0.104,0.104,0.104,0.105,0.105,0.105,0.106,0.106,0.106,0.107,0.107,0.107,0.108
GTM,Guatemala,"Gross domestic product, constant prices",National currency,Billions,,143.533,146.978,152.661,156.524,161.458,166.722,175.691,186.767,192.895,193.91,199.474,207.931,214.093,221.586,229.342,237.369,245.677,254.275,263.175,272.386
GTM,Guatemala,"Inflation, average consumer prices",Index,,,50.889,54.596,59.038,62.345,67.07,73.178,77.98,83.3,92.758,94.483,98.131,104.23,108.173,112.871,117.334,122.123,127.252,132.532,137.966,143.552
GTM,Guatemala,Population,Persons,Millions,,11.231,11.506,11.793,12.091,12.397,12.71,13.029,13.354,13.686,14.027,14.377,14.736,15.105,15.482,15.87,16.266,16.673,17.09,17.517,17.955
GIN,Guinea,"Gross domestic product, constant prices",National currency,Billions,,"6,253.72","6,489.42","6,759.83","6,840.95","7,001.04","7,210.88","7,390.91","7,520.82","7,892.12","7,870.01","8,022.39","8,335.96","8,653.87","8,874.32","9,271.45","9,733.03","10,233.67","10,764.83","12,647.74","14,876.17"
GIN,Guinea,"Inflation, average consumer prices",Index,,,160.55,169.183,174.192,193.416,227.192,298.435,401.999,493.898,584.611,611.979,706.627,857.5,988.066,"1,106.24","1,219.37","1,323.02","1,417.61","1,506.22","1,596.59","1,692.38"
GIN,Guinea,Population,Persons,Millions,,8.384,8.545,8.706,8.87,9.041,9.221,9.412,9.615,9.833,10.079,10.331,10.589,10.854,11.125,11.403,11.688,11.981,12.28,12.587,12.902
GNB,Guinea-Bissau,"Gross domestic product, constant prices",National currency,Billions,,278.945,284.434,280.6,281.696,289.704,302.162,308.617,318.5,328.76,338.609,350.367,369.074,363.537,364.623,375.577,390.08,405.924,422.547,439.98,458.881
GNB,Guinea-Bissau,"Inflation, average consumer prices",Index,,,80.177,82.784,85.517,82.546,83.224,85.925,86.538,90.543,100,98.363,99.416,104.442,106.594,107.278,109.96,112.159,114.402,116.69,119.024,121.404
GNB,Guinea-Bissau,Population,Persons,Millions,,1.241,1.265,1.29,1.315,1.341,1.368,1.395,1.424,1.454,1.484,1.515,1.547,1.579,1.613,1.646,1.681,1.716,1.752,1.789,1.826
GUY,Guyana,"Gross domestic product, constant prices",National currency,Billions,,244.333,249.856,252.728,251.08,255.012,250.06,262.88,281.335,286.896,296.417,309.373,326.194,341.905,358.331,373.683,388.58,407.507,425.183,443.239,457.665
GUY,Guyana,"Inflation, average consumer prices",Index,,,57.593,59.118,62.287,66.011,69.094,73.878,78.811,88.426,95.59,98.413,102.083,107.142,109.732,113.549,117.965,123.01,128.434,134.09,139.491,144.769
GUY,Guyana,Population,Persons,Millions,,0.743,0.744,0.751,0.754,0.756,0.759,0.762,0.763,0.766,0.77,0.778,0.79,0.796,0.796,0.796,0.799,0.801,0.803,0.806,0.808
HTI,Haiti,"Gross domestic product, constant prices",National currency,Billions,,13.138,13.001,12.968,13.015,12.557,12.783,13.071,13.508,13.622,14.042,13.27,14.003,14.407,15.026,15.627,16.252,16.902,17.577,18.28,19.01
HTI,Haiti,"Inflation, average consumer prices",Index,,,41.345,48.164,52.665,66.745,85.644,100,114.21,124.442,142.337,147.218,153.306,164.628,175.791,187.703,195.432,206.784,217.123,227.98,239.379,251.347
HTI,Haiti,Population,Persons,Millions,,8.578,8.72,8.86,8.996,9.13,9.261,9.389,9.514,9.638,9.765,9.896,10.033,10.174,10.317,10.461,10.604,10.744,10.882,11.019,11.154
HND,Honduras,"Gross domestic product, constant prices",National currency,Billions,,106.654,109.559,113.672,118.841,126.247,133.886,142.679,151.508,157.919,154.079,159.828,165.958,172.369,176.782,182.085,187.73,193.737,199.549,205.536,211.702
HND,Honduras,"Inflation, average consumer prices",Index,,,105.958,116.209,125.146,134.75,145.683,158.517,167.358,178.967,199.375,210.333,220.217,235.108,247.377,260.206,274.529,292.242,308.977,325.971,343.899,362.814
HND,Honduras,Unemployment rate,Percent of total labor force,,,4,4.053,4.43,3.739,3.944,3.95,4.308,4.17,4.742,4.493,4.605,5.03,4.4,4.4,4.5,4.5,4.5,4.5,4.5,4.5
HND,Honduras,Population,Persons,Millions,,6.236,6.365,6.496,6.628,6.762,6.899,7.037,7.178,7.322,7.47,7.621,7.777,7.936,8.098,8.264,8.433,8.606,8.782,8.962,9.145
HKG,Hong Kong SAR,"Gross domestic product, constant prices",National currency,Billions,,"1,238.60","1,245.55","1,266.18","1,304.88","1,418.41","1,523.20","1,630.32","1,735.72","1,772.65","1,729.06","1,846.08","1,934.43","1,964.41","2,022.24","2,098.01","2,178.55","2,264.36","2,353.18","2,446.76","2,544.92"
HKG,Hong Kong SAR,"Inflation, average consumer prices",Index,,,96.483,94.925,92.025,89.658,89.325,90.133,91.958,93.817,97.825,98.4,100.675,105.992,110.308,115.083,119.687,124.175,128.521,133.019,137.675,142.494
HKG,Hong Kong SAR,Unemployment rate,Percent of total labor force,,,4.946,5.097,7.305,7.923,6.81,5.576,4.781,4.022,3.522,5.246,4.322,3.398,3.293,3.132,3.052,3.059,3.113,3.163,3.208,3.249
HKG,Hong Kong SAR,Employment,Persons,Millions,,3.374,3.426,3.474,3.473,3.516,3.538,3.582,3.625,3.637,3.661,3.635,3.705,3.781,3.819,3.856,3.893,n/a,n/a,n/a,n/a
HKG,Hong Kong SAR,Population,Persons,Millions,,6.712,6.73,6.726,6.764,6.798,6.838,6.904,6.938,6.964,6.996,7.052,7.112,7.178,7.244,7.311,7.378,7.446,7.515,7.584,7.654
HUN,Hungary,"Gross domestic product, constant prices",National currency,Billions,,"17,954.33","18,620.83","19,459.91","20,209.20","21,178.67","22,018.28","22,875.62","22,900.87","23,105.40","21,541.77","21,768.82","22,110.77","21,742.74","21,984.68","22,420.96","22,810.23","23,193.65","23,590.21","24,000.54","24,417.53"
HUN,Hungary,"Inflation, average consumer prices",Index,,,75.215,82.102,86.422,90.439,96.571,100,103.878,112.121,118.923,123.928,129.978,135.121,142.831,145.296,146.604,151.002,155.532,160.198,165.004,169.954
HUN,Hungary,Unemployment rate,Percent of total labor force,,,6,5.6,5.9,5.5,6.3,7.3,7.5,7.7,8,10.5,10.8,10.934,10.924,10.23,9.425,9.199,8.972,8.745,8.518,8.29
HUN,Hungary,Population,Persons,Millions,,10.222,10.2,10.175,10.142,10.117,10.098,10.077,10.066,10.045,10.031,10.014,9.986,9.932,9.879,9.859,9.84,9.82,9.8,9.781,9.761
ISL,Iceland,"Gross domestic product, constant prices",National currency,Billions,,683.747,710.56,711.547,728.868,785.981,842.807,882.495,935.312,946.424,884.322,848.075,870.8,882.984,908.293,932.655,961.169,990.376,"1,019.80","1,043.02","1,066.63"
ISL,Iceland,"Inflation, average consumer prices",Index,,,111.408,118.533,124.667,127.241,131.25,136.5,145.613,152.986,172.382,193.073,203.491,211.633,222.608,231.222,237.928,246.036,252.679,258.996,265.471,272.107
ISL,Iceland,Unemployment rate,Percent of total labor force,,,1.329,1.403,2.5,3.356,3.1,2.06,1.285,1.014,1.648,8.015,8.132,7.427,5.771,4.439,3.705,3.717,3.778,4.023,3.982,3.997
ISL,Iceland,Employment,Persons,Millions,,0.138,0.141,0.142,0.141,0.143,0.145,0.153,0.162,0.164,0.148,0.146,0.148,0.149,0.154,0.155,0.156,n/a,n/a,n/a,n/a
ISL,Iceland,Population,Persons,Millions,,0.279,0.283,0.287,0.288,0.291,0.294,0.3,0.308,0.315,0.319,0.318,0.318,0.32,0.322,0.323,0.324,0.326,0.328,0.329,0.33
IND,India,"Gross domestic product, constant prices",National currency,Billions,,"25,597.11","26,831.90","27,852.58","30,041.90","32,422.09","35,432.44","38,714.89","42,509.47","44,163.50","47,908.50","52,823.90","56,330.50","58,998.50","61,565.42","64,901.14","69,024.59","73,496.53","78,384.03","83,662.75","89,322.83"
IND,India,"Inflation, average consumer prices",Index,,,95.932,100.072,104.05,108.063,112.203,117.153,125.667,133.364,145.206,164.152,181.44,198.773,219.067,239.83,258.951,278.447,297.676,316.474,335.973,356.363
IND,India,Population,Persons,Millions,,"1,029.19","1,048.00","1,064.06","1,080.50","1,097.44","1,114.00","1,130.00","1,146.00","1,162.00","1,178.13","1,194.62","1,210.98","1,227.19","1,243.34","1,259.70","1,276.27","1,293.06","1,310.07","1,327.30","1,344.77"
IDN,Indonesia,"Gross domestic product, constant prices",National currency,Billions,,"1,389,769.90","1,440,405.70","1,505,216.40","1,577,171.30","1,656,516.80","1,750,815.20","1,847,126.70","1,964,327.30","2,082,456.12","2,178,850.33","2,314,458.80","2,464,566.10","2,618,938.40","2,770,345.10","2,918,826.09","3,088,118.00","3,273,405.08","3,469,809.38","3,677,997.95","3,898,677.82"
IDN,Indonesia,"Inflation, average consumer prices",Index,,,40.033,44.638,49.896,53.276,56.505,62.415,70.593,75.296,82.658,86.829,91.293,96.171,99.999,106.413,113.08,119.291,125.789,132.708,139.675,146.659
IDN,Indonesia,Unemployment rate,Percent of total labor force,,,6.08,8.1,9.06,9.5,9.86,11.24,10.28,9.11,8.39,7.87,7.14,6.56,6.14,6.25,6.1,5.8,5.6,5.5,5.5,5.5
IDN,Indonesia,Population,Persons,Millions,,206.265,209.206,212.19,215.216,218.285,221.398,224.555,227.758,231.006,234.3,237.641,241.03,244.468,247.954,251.49,255.077,258.714,262.404,266.146,269.941
IRN,Islamic Republic of Iran,"Gross domestic product, constant prices",National currency,Billions,,"322,278.43","334,104.16","361,366.15","390,487.83","414,178.80","433,462.86","460,387.03","489,699.00","492,522.00","511,975.00","542,174.00","556,570.00","525,255.00","516,509.42","524,282.77","536,603.36","548,973.01","561,741.86","574,871.31","588,386.01"
IRN,Islamic Republic of Iran,"Inflation, average consumer prices",Index,,,20.967,23.367,27.075,31.3,36.083,39.817,44.55,52.767,66.125,73.258,82.317,100.008,130.511,176.451,217.034,264.791,317.772,381.353,457.656,549.226
IRN,Islamic Republic of Iran,Unemployment rate,Percent of total labor force,,,16.046,16.626,12.2,11.3,10.3,12.1,12.091,10.548,10.449,11.912,13.479,12.3,12.2,12.935,14.017,14.65,15.325,15.628,15.928,16.224
IRN,Islamic Republic of Iran,Population,Persons,Millions,,63.862,64.584,65.657,67.315,68.345,69.39,70.496,71.278,72.18,73.201,74.339,75.15,76.117,77.097,78.089,79.093,80.111,81.142,82.186,83.244
IRQ,Iraq,"Gross domestic product, constant prices",National currency,Billions,,n/a,n/a,n/a,"26,047.70","41,607.80","43,438.80","47,851.40","48,510.60","51,716.60","54,720.80","57,751.60","63,650.40","70,201.30","73,158.00","77,458.08","82,672.73","89,448.44","97,379.91","106,477.25","116,257.91"
IRQ,Iraq,"Inflation, average consumer prices",Index,,,n/a,n/a,n/a,n/a,44.275,60.639,92.929,121.57,124.813,122.074,125.058,132.067,140.108,142.742,145.444,149.807,154.301,158.93,163.698,168.609
IRQ,Iraq,Population,Persons,Millions,,n/a,n/a,n/a,26.311,27.1,27.913,28.75,29.584,30.413,31.234,31.672,32.665,33.703,34.776,35.871,36.977,38.09,39.212,40.348,41.503
IRL,Ireland,"Gross domestic product, constant prices",National currency,Billions,,124.968,131.197,138.304,143.463,149.488,158.578,167.307,175.623,171.829,160.859,159.148,162.6,162.855,162.303,165.06,169.13,173.393,177.75,182.232,186.811
IRL,Ireland,"Inflation, average consumer prices",Index,,,84.467,87.833,91.983,95.658,97.858,99.992,102.692,105.642,108.925,107.067,105.383,106.633,108.683,109.242,109.882,111.113,112.483,114.112,116.023,117.966
IRL,Ireland,Unemployment rate,Percent of total labor force,,,4.252,3.93,4.448,4.58,4.489,4.389,4.499,4.674,6.4,12.009,13.853,14.625,14.672,13.045,11.217,10.462,10.087,9.628,9.331,8.929
IRL,Ireland,Employment,Persons,Millions,,1.698,1.75,1.777,1.81,1.871,1.963,2.054,2.143,2.128,1.961,1.882,1.849,1.838,1.881,1.922,1.956,n/a,n/a,n/a,n/a
IRL,Ireland,Population,Persons,Millions,,3.79,3.847,3.917,3.98,4.045,4.134,4.233,4.376,4.485,4.533,4.555,4.575,4.585,4.776,4.805,4.834,4.877,4.921,4.965,5.009
ISR,Israel,"Gross domestic product, constant prices",National currency,Billions,,615.115,613.996,613.574,622.634,653.137,685.257,724.988,775.166,809.689,819.793,866.23,905.847,936.209,967.388,998.684,"1,032.82","1,067.65","1,104.90","1,142.73","1,182.37"
ISR,Israel,"Inflation, average consumer prices",Index,,,76.883,77.741,82.162,82.712,82.37,83.465,85.224,85.664,89.599,92.571,95.065,98.344,100.024,101.55,103.148,105.259,107.414,109.612,111.856,114.146
ISR,Israel,Unemployment rate,Percent of total labor force,,,10.9,11.625,12.875,13.4,12.9,11.2,10.45,9.15,7.65,9.425,8.25,7.05,6.85,6.4,6.7,6.5,6.5,6.5,6.5,6.5
ISR,Israel,Employment,Persons,Millions,,2.392,2.434,2.453,2.505,2.584,2.682,2.767,2.886,2.991,3.05,3.157,3.253,3.359,3.449,3.498,3.569,n/a,n/a,n/a,n/a
ISR,Israel,Population,Persons,Millions,,6.014,6.13,6.239,6.349,6.468,6.604,6.759,6.907,7.059,7.215,7.373,7.536,7.701,7.871,8.044,8.221,8.402,8.587,8.776,8.969
ITA,Italy,"Gross domestic product, constant prices",National currency,Billions,,"1,367.80","1,393.28","1,399.57","1,398.92","1,423.13","1,436.38","1,467.97","1,492.67","1,475.41","1,394.35","1,418.38","1,424.75","1,391.02","1,365.23","1,373.78","1,389.56","1,406.93","1,423.11","1,436.63","1,450.28"
ITA,Italy,"Inflation, average consumer prices",Index,,,88.625,90.683,93.05,95.667,97.842,100,102.217,104.3,107.95,108.775,110.558,113.767,117.525,119.033,119.807,121.045,122.377,123.967,125.827,127.84
ITA,Italy,Unemployment rate,Percent of total labor force,,,10.1,9.1,8.608,8.45,7.983,7.708,6.8,6.1,6.775,7.817,8.425,8.408,10.675,12.242,12.4,11.9,11.1,10.3,9.7,9.1
ITA,Italy,Employment,Persons,Millions,,21.08,21.615,21.925,22.108,22.42,22.567,22.986,23.219,23.396,23.018,22.871,22.967,22.905,22.346,22.372,22.613,n/a,n/a,n/a,n/a
ITA,Italy,Population,Persons,Millions,,56.924,56.961,56.988,57.131,57.496,57.875,58.064,58.224,58.653,59.001,59.19,59.365,59.394,59.685,59.96,60.236,60.495,60.737,60.961,61.187
JAM,Jamaica,"Gross domestic product, constant prices",National currency,Billions,,680.201,688.913,693.562,718.99,728.508,735.019,756.133,766.972,760.777,734.997,724.359,734.535,731.007,734.627,743.993,756.641,772.531,791.265,812.233,834.164
JAM,Jamaica,"Inflation, average consumer prices",Index,,,100,109.509,118.515,130.297,149.635,169.716,184.861,201.812,246.226,269.809,303.84,326.705,349.238,382.034,416.774,451.158,487.251,526.231,566.75,606.14
JAM,Jamaica,Unemployment rate,Percent of total labor force,,,15.5,15,14.2,11.8,12.2,11.225,10.325,9.85,10.575,11.35,12.375,12.6,13.925,14.9,14.9,14.9,14.9,14.9,14.9,14.9
JAM,Jamaica,Population,Persons,Millions,,2.582,2.605,2.627,2.647,2.666,2.682,2.696,2.708,2.719,2.73,2.741,2.755,2.769,2.783,2.798,2.812,2.827,2.841,2.856,2.871
JPN,Japan,"Gross domestic product, constant prices",National currency,Billions,,"474,847.20","476,535.10","477,914.80","485,968.30","497,440.80","503,921.00","512,452.00","523,685.80","518,230.90","489,588.40","512,364.20","510,044.50","517,424.80","525,390.20","532,485.82","537,622.65","541,222.19","546,592.26","552,090.37","558,304.04"
JPN,Japan,"Inflation, average consumer prices",Index,,,102.693,101.868,100.951,100.699,100.689,100.414,100.657,100.719,102.107,100.736,100.012,99.725,99.687,100.043,102.846,104.582,106.501,108.613,110.757,112.989
JPN,Japan,Unemployment rate,Percent of total labor force,,,4.733,5.042,5.358,5.242,4.717,4.425,4.125,3.833,3.983,5.05,5.042,4.567,4.342,4.025,3.944,3.93,3.949,3.916,3.95,4.003
JPN,Japan,Employment,Persons,Millions,,64.458,64.122,63.31,63.167,63.292,63.566,63.895,64.282,64.098,63.154,62.984,62.893,62.699,63.113,63.349,63.004,n/a,n/a,n/a,n/a
JPN,Japan,Population,Persons,Millions,,126.829,127.17,127.422,127.616,127.752,127.775,127.851,127.983,128.065,128.051,128.048,127.896,127.611,127.341,127.061,126.729,126.345,125.909,125.424,124.894
JOR,Jordan,"Gross domestic product, constant prices",National currency,Billions,,5.419,5.704,6.034,6.286,6.824,7.38,7.977,8.629,9.253,9.76,9.986,10.244,10.515,10.857,11.237,11.686,12.212,12.762,13.336,13.936
JOR,Jordan,"Inflation, average consumer prices",Index,,,83.599,85.077,86.637,88.047,91.01,94.187,100.079,104.737,119.342,118.539,124.469,129.957,135.997,143.428,147.668,151.149,154.012,156.944,159.873,162.769
JOR,Jordan,Unemployment rate,Percent of total labor force,,,13.706,14.691,15.325,14.439,14.7,14.844,14.058,13.1,12.65,12.938,12.5,12.9,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2
JOR,Jordan,Population,Persons,Millions,,4.857,4.978,5.098,5.23,5.35,5.473,5.6,5.723,5.85,5.98,6.113,6.253,6.397,6.544,6.694,6.848,7.005,7.166,7.331,7.499
KAZ,Kazakhstan,"Gross domestic product, constant prices",National currency,Billions,,"6,508.56","7,387.22","8,111.17","8,865.51","9,716.59","10,659.10","11,799.63","12,849.79","13,273.84","13,433.12","14,413.74","15,494.77","16,269.51","17,237.80","18,215.61","19,334.96","20,431.77","21,557.24","22,727.50","23,953.72"
KAZ,Kazakhstan,"Inflation, average consumer prices",Index,,,100,108.375,114.72,122.121,130.531,140.374,152.411,168.845,197.8,212.232,227.355,246.291,258.898,273.991,299.258,321.754,342.941,364.06,384.991,405.948
KAZ,Kazakhstan,Unemployment rate,Percent of total labor force,,,12.753,10.433,9.334,8.777,8.402,8.1,7.8,7.258,6.625,6.575,5.783,5.4,5.292,5.2,5.2,5.2,5.2,5.2,5.2,5.2
KAZ,Kazakhstan,Population,Persons,Millions,,14.866,14.851,14.867,14.951,15.075,15.219,15.395,15.566,15.778,16.198,16.434,16.674,16.912,17.157,17.405,17.657,17.913,18.172,18.435,18.702
KEN,Kenya,"Gross domestic product, constant prices",National currency,Billions,,960.126,"1,002.99","1,008.46","1,038.03","1,090.85","1,155.52","1,228.61","1,314.53","1,334.60","1,371.11","1,450.67","1,514.20","1,583.21","1,671.24","1,775.81","1,888.06","2,008.48","2,137.69","2,276.69","2,425.72"
KEN,Kenya,"Inflation, average consumer prices",Index,,,100,105.824,108.106,114.574,124.176,133.89,141.978,148.033,170.388,188.367,196.484,224.036,245.046,259.056,276.125,291.309,305.881,321.176,337.218,354.073
KEN,Kenya,Population,Persons,Millions,,31.285,32.126,33.001,33.905,34.835,35.786,36.757,37.752,38.773,39.825,40.909,42.028,43.178,44.351,45.547,46.767,48.009,49.275,50.565,51.878
KIR,Kiribati,"Gross domestic product, constant prices",National currency,Billions,,0.134,0.135,0.136,0.141,0.146,0.145,0.139,0.149,0.153,0.152,0.152,0.156,0.16,0.165,0.169,0.173,0.176,0.179,0.183,0.187
KIR,Kiribati,"Inflation, average consumer prices",Index,,,90.956,96.415,99.476,101.1,100.352,100,99.003,102.559,116.574,128.018,123.026,124.868,121.06,123.482,126.569,129.733,132.976,136.301,139.708,143.201
KIR,Kiribati,Population,Persons,Millions,,0.084,0.086,0.088,0.09,0.091,0.093,0.095,0.097,0.099,0.101,0.103,0.105,0.107,0.109,0.112,0.114,0.116,0.118,0.121,0.123
KOR,Korea,"Gross domestic product, constant prices",National currency,Billions,,"694,628.10","722,229.00","773,868.50","795,558.30","832,305.30","865,240.90","910,049.00","956,514.50","978,498.90","981,625.10","1,043,666.30","1,082,095.50","1,104,214.70","1,134,853.20","1,176,944.52","1,221,626.57","1,267,754.89","1,316,182.59","1,365,569.79","1,416,951.81"
KOR,Korea,"Inflation, average consumer prices",Index,,,73.102,76.075,78.177,80.924,83.83,86.139,88.07,90.302,94.523,97.129,99.983,104.008,106.283,107.667,109.555,112.842,116.227,119.714,123.305,127.005
KOR,Korea,Unemployment rate,Percent of total labor force,,,4.425,4.017,3.283,3.567,3.683,3.733,3.467,3.25,3.175,3.65,3.725,3.408,3.225,3.125,3.125,3.125,3.125,3.125,3.125,3.125
KOR,Korea,Employment,Persons,Millions,,21.156,21.572,22.169,22.139,22.557,22.856,23.151,23.433,23.577,23.506,23.829,24.244,24.681,25.067,24.762,24.963,n/a,n/a,n/a,n/a
KOR,Korea,Population,Persons,Millions,,47.008,47.357,47.622,47.859,48.039,48.138,48.372,48.598,48.949,49.182,49.41,49.779,50.004,50.22,50.437,50.655,50.874,51.093,51.314,51.536
UVK,Kosovo,"Gross domestic product, constant prices",National currency,Billions,,3.054,3.21,3.188,3.36,3.448,3.581,3.703,4.01,4.3,4.449,4.592,4.795,4.916,5.041,5.24,5.478,5.752,6.011,6.281,6.564
UVK,Kosovo,"Inflation, average consumer prices",Index,,,69.28,77.359,80.118,80.358,79.51,78.402,78.889,82.327,90.025,87.856,90.913,97.583,100,101.948,103.829,105.381,106.961,108.599,110.263,111.957
KWT,Kuwait,"Gross domestic product, constant prices",National currency,Billions,,11.57,11.595,11.944,14.015,15.523,17.087,18.372,19.473,19.956,18.544,18.104,19.245,20.438,20.606,21.133,21.758,22.412,23.275,24.176,25.116
KWT,Kuwait,"Inflation, average consumer prices",Index,,,105.328,106.854,107.705,108.767,110.134,114.672,118.218,124.678,132.533,138.642,144.876,151.983,156.845,161.102,166.512,173.103,180.069,187.299,194.848,202.702
KWT,Kuwait,Unemployment rate,Percent of total labor force,,,0.777,1.097,1.305,1.221,1.42,1.349,1.37,1.701,1.671,1.639,2.072,2.072,2.072,2.072,2.072,2.072,2.072,2.072,2.072,2.072
KWT,Kuwait,Population,Persons,Millions,,2.217,2.309,2.42,2.547,2.754,2.991,3.183,3.4,3.442,3.485,3.582,3.682,3.785,3.89,3.999,4.11,4.225,4.342,4.463,4.588
KGZ,Kyrgyz Republic,"Gross domestic product, constant prices",National currency,Billions,,21.204,22.328,22.323,23.885,25.564,25.523,26.314,28.562,30.723,31.614,31.465,33.339,33.039,36.52,38.134,40.017,42.005,44.142,46.42,48.851
KGZ,Kyrgyz Republic,"Inflation, average consumer prices",Index,,,100,106.913,109.109,112.47,117.092,122.172,128.952,142.11,176.97,189.091,203.762,237.56,244.137,260.284,276.123,294.315,311.89,329.691,347.587,366.608
KGZ,Kyrgyz Republic,Unemployment rate,Percent of total labor force,,,7.5,7.8,12.5,9.9,8.5,8.1,8.3,8.2,8.2,8.4,8.6,7.921,7.738,7.647,7.555,7.464,7.372,7.281,7.189,7.189
KGZ,Kyrgyz Republic,Population,Persons,Millions,,4.922,4.968,5.013,5.073,5.136,5.189,5.248,5.289,5.348,5.418,5.478,5.532,5.588,5.644,5.7,5.757,5.815,5.873,5.931,5.991
LAO,Lao P.D.R.,"Gross domestic product, constant prices",National currency,Billions,,"15,814.95","16,546.06","17,681.98","18,780.00","20,098.60","21,458.60","23,313.60","25,141.97","27,099.19","29,132.16","31,500.91","34,033.74","36,713.54","39,724.05","42,694.84","46,027.55","49,707.28","53,525.41","57,528.04","61,848.51"
LAO,Lao P.D.R.,"Inflation, average consumer prices",Index,,,91.81,98.983,109.52,126.469,139.693,149.707,159.888,167.121,179.869,179.931,190.698,205.154,213.891,227.58,244.605,262.873,282.962,300.069,317.023,334.935
LAO,Lao P.D.R.,Population,Persons,Millions,,5.388,5.47,5.545,5.619,5.699,5.791,5.896,6.013,6.139,6.268,6.396,6.521,6.646,6.772,6.901,7.032,7.165,7.302,7.44,7.582
LVA,Latvia,"Gross domestic product, constant prices",National currency,Billions,,8.939,9.596,10.28,11.067,12.044,13.261,14.718,16.188,15.739,12.953,12.784,13.463,14.165,14.747,15.303,15.974,16.646,17.331,18.022,18.739
LVA,Latvia,"Inflation, average consumer prices",Index,,,81.873,83.94,85.581,88.098,93.549,100.001,106.572,117.318,135.211,139.618,137.909,143.733,147.017,147.033,149.238,152.932,156.487,160.086,163.768,167.535
LVA,Latvia,Unemployment rate,Percent of total labor force,,,14.426,13.09,11.972,10.586,10.437,9.017,6.844,6.053,7.534,16.902,18.678,16.203,15.048,11.871,10.679,10.097,9.646,9.282,9.099,8.916
LVA,Latvia,Employment,Persons,Millions,,0.939,0.96,0.989,1.007,1.018,1.033,1.088,1.119,1.124,0.987,0.941,0.862,0.876,0.894,0.904,0.908,n/a,n/a,n/a,n/a
LVA,Latvia,Population,Persons,Millions,,2.382,2.353,2.321,2.299,2.277,2.25,2.228,2.209,2.192,2.163,2.121,2.075,2.042,2.036,2.03,2.023,2.017,2.011,2.005,1.999
LBN,Lebanon,"Gross domestic product, constant prices",National currency,Billions,,"26,001.00","27,015.04","27,933.55","28,408.42","29,844.73","30,650.53","31,140.94","34,068.19","37,168.40","40,996.74","44,276.48","45,162.01","45,839.44","46,297.83","46,760.81","47,929.83","49,847.03","51,840.91","53,914.54","56,071.12"
LBN,Lebanon,"Inflation, average consumer prices",Index,,,84.278,83.968,85.445,86.529,87.975,87.344,92.208,95.949,106.272,107.554,113.002,121.148,128.248,132.303,134.978,137.678,140.776,144.295,147.903,151.6
LBN,Lebanon,Population,Persons,Millions,,3.235,3.358,3.516,3.69,3.854,3.987,4.08,4.14,4.186,4.247,4.341,4.383,4.425,4.467,4.51,4.554,4.597,4.642,4.686,4.731
LSO,Lesotho,"Gross domestic product, constant prices",National currency,Billions,,7.096,7.356,7.503,7.762,7.98,8.214,8.551,8.966,9.422,9.846,10.395,10.841,11.493,12.157,12.833,13.538,14.23,14.995,15.823,16.632
LSO,Lesotho,"Inflation, average consumer prices",Index,,,50.564,54.062,60.806,65.225,68.51,70.866,75.172,81.193,89.893,96.527,100,104.995,111.482,117.399,122.87,128.463,134.709,140.415,146.097,152.01
LSO,Lesotho,Population,Persons,Millions,,1.861,1.865,1.87,1.875,1.879,1.884,1.873,1.877,1.882,1.887,1.892,1.896,1.901,1.906,1.911,1.916,1.92,1.925,1.93,1.935
LBR,Liberia,"Gross domestic product, constant prices",National currency,Billions,,0.572,0.588,0.615,0.44,0.458,0.485,0.526,0.594,0.63,0.662,0.702,0.757,0.82,0.885,0.947,1.03,1.11,1.195,1.285,1.379
LBR,Liberia,"Inflation, average consumer prices",Index,,,100,112.149,128.03,141.256,146.277,156.436,171.319,190.834,224.212,240.864,258.426,280.358,299.511,322.208,348.216,374.329,399.954,426.351,452.998,479.046
LBR,Liberia,Population,Persons,Millions,,2.709,2.806,2.864,2.903,2.953,3.036,3.157,3.308,3.477,3.624,3.778,3.876,3.977,4.081,4.187,4.296,4.399,4.505,4.613,4.724
LBY,Libya,"Gross domestic product, constant prices",National currency,Billions,,30.575,30.036,29.748,33.62,35.12,39.289,41.843,44.501,45.688,45.327,47.603,18.053,36.916,33.45,30.839,40.033,50.242,55.132,60.627,62.728
LBY,Libya,"Inflation, average consumer prices",Index,,,124.256,113.273,102.101,100,101.252,103.943,105.466,112.017,123.667,126.695,129.808,150.45,159.585,163.725,171.615,182.495,190.149,195.716,200.894,205.898
LBY,Libya,Population,Persons,Millions,,5.176,5.259,5.34,5.423,5.507,5.594,5.686,5.782,5.877,5.964,6.053,5.943,6.032,6.122,6.213,6.305,6.399,6.495,6.591,6.689
